Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
38,Punisher,2.703678570558971,0.7169463563544208,40.5,1.0,0.6757268761353431,0.03853114415162359,0.10330466950706954,0.18243731020596377,1.0,0,0.13341021231543237,0
39,Win-Shift Lose-Stay: D,2.7020219548693047,0.5229291647438855,124.0,0.0,0.23200153880951338,0.2912352557538985,0.2911195429417643,0.18564366249482386,0,1.0,1.0,0
40,Evolved ANN 5,2.6996786163857998,0.818032793570144,20.0,1.0,0.7494220164261155,0.06891702922699461,0.08335034459287512,0.09831060975401466,1.0,0.6956607175241707,0,0.44186615308039473
41,Adaptive Pavlov 2006,2.697313549625408,0.7772363582759383,27.0,1.0,0.7182384423357,0.05916130876998713,0.0864431386566743,0.1361571102376385,0.9764506993481732,0.13289538926727634,0.528167753799651,0.05832136255263288
42,NMWE Memory One: 36 players,2.6958381352033856,0.7264570084502134,32.0,1.0,0.6776582338542904,0.05183523572828453,0.10916181424125619,0.16134471617616894,0.8752322965795551,0.3177773511905525,0.219048016297163,0.0723871257857754
43,Evolved ANN,2.6953158843000473,0.836786131431733,16.0,1.0,0.7674621881390149,0.07064062886372706,0.0682681226131566,0.09362906038410146,0.9790761053133812,0.7422237232833155,0.6490717553235025,0.197254760700509
44,EasyGo,2.694052437906696,0.707147239642741,97.0,0.0,0.3886294541833742,0.31687750666095715,0.21544800353639296,0.07904503561927571,1.0,1.0,0,1.0
45,Predator,2.6925185466946475,0.20551259645188946,166.0,1.0,0.13133813314482248,0.07484965813582439,0.31031790295080686,0.4834943057685463,0.4381772859032616,0,0.19333952317036654,0.11357780264033174
46,Inverse Punisher,2.6916174958143655,0.7315742674579706,34.0,1.0,0.6913253155422415,0.04190573602550269,0.09434773654093491,0.17242121189132087,1.0,0,0.23685178159072587,0
47,Desperate,2.69121373475278,0.3365012378088291,134.0,0.502880658436214,0.09470756987575832,0.2413905522262427,0.34717753490130676,0.31672434299669217,0,0,0,1.0
48,Cycler DC,2.6905998183233013,0.473992490818468,127.0,0.0,0.16876143117148718,0.3049503759939019,0.32660279156248634,0.19968540127212459,0,0,1.0,1.0
49,Winner12,2.689270180823978,0.7948766807784396,20.0,1.0,0.7282058253995036,0.06737407880373449,0.09124713006048761,0.11317296573627422,1.0,0.4834276467686857,0,0.5057249580051365
50,Random: 0.3,2.6879696309983983,0.30207675979576615,151.0,0.3064197530864198,0.1356943551046699,0.16617969074805033,0.3100429084887014,0.38808304565857826,0.30343346492232004,0.3057296467244617,0.3011711432867536,0.30301105116904964
51,"Omega TFT: 3, 8",2.685891121828841,0.8274852098085388,8.0,1.0,0.7623339882246779,0.06579552496145404,0.06942445324725574,0.1024460335666123,0.999939046301175,0.1538259798124396,0.7834947851402208,0.04559177586492636
52,CollectiveStrategy,2.6853285386777905,0.1158201363812025,192.0,1.0,0.09554195999742142,0.022133549868318038,0.3151799598025469,0.5671445303317137,0.3391335033750498,0,0,0.20981459075112097
53,Evolved FSM 4,2.6842563370628074,0.8211503636206847,22.0,1.0,0.7206252125315966,0.10109643620593363,0.10023346567060155,0.07804488559186823,0.9527792177069445,0.35048548529053164,0,0.8229504976668598
54,Adaptive Pavlov 2011,2.6839928760068825,0.7928641855099027,24.0,1.0,0.7264683056715502,0.0644925071826755,0.07901596135783834,0.1300232257879361,0.9796199404396628,0.19446780377559933,0.5763517710899762,0.029939430470316015
55,Second by Weiner,2.682692493332863,0.8399712567728294,7.5,1.0,0.7752947175862732,0.06586343384143227,0.05668133321409354,0.102160515358201,0.9998194585103972,0.21666013302702686,0.81221246455128,0.01439232409381663
56,Nice Meta Winner Ensemble: 212 players,2.6816802863678646,0.73121113016279,31.0,1.0,0.6790147601513308,0.0555686912063129,0.10506224053217365,0.16035430811018256,0.8626188643313848,0.334311137732423,0.13528202516695959,0.1046935115044825
57,Evolved HMM 5,2.678894761088489,0.8137701190147605,22.5,1.0,0.7415485024350719,0.071529340071497,0.08836659985369202,0.09855555763973908,0.998677917998387,0.4406628432676566,0.03007457621625975,0.18719336426257782
58,Hard Go By Majority: 40,2.678109591166014,0.48615070033738883,138.0,0.0,0.3303899537710736,0.1555193130583327,0.21103500953958113,0.3030557236310125,1.0,0.6162090719408155,0.8693707656469125,0
59,NMWE Finite Memory: 79 players,2.6779680631232994,0.7421407875809896,29.0,1.0,0.6822685715123534,0.059603432564238897,0.10395211996627109,0.15417587595713675,0.8747648010714256,0.33479841555214734,0.16710782781077255,0.15162570304072925
60,"General Soft Grudger: n=1,d=4,c=2",2.677267395831425,0.8194799868766404,24.0,1.0,0.7371154591554882,0.08029506975586752,0.073092127133725,0.10949734395491936,1.0,0.31098305272466775,0.25729770673585195,0.2844186779345779
61,EvolvedLookerUp2_2_2,2.677048603463044,0.8206273600039488,21.0,1.0,0.7321106252082932,0.08900936818090532,0.09649488365018326,0.08238512296061837,0.9083759881936072,0.5019177664961142,0.6006041634898797,0.8358304952797183
62,AON2,2.6768185348575546,0.7741537515732806,27.0,1.0,0.6908630314203457,0.08209567319935596,0.10866278884515458,0.11837850653514378,0.9876394890274701,0.3739922227812792,0,0.43001317329153343
63,PSO Gambler 1_1_1,2.6763076902114484,0.7835663877654611,25.0,1.0,0.7174011998276698,0.06628164497252385,0.09208807749019667,0.1242290777096097,1.0,0.32099838405925807,0,0.14125711707752286
64,Hard Tit For Tat,2.676002037377836,0.7345722114014349,40.0,1.0,0.6900948873017209,0.04149280519263068,0.0840504842974338,0.18436182320821476,1.0,0,0.21901013746718426,0
65,"First by Tideman and Chieruzzi: (D, D)",2.674793779837222,0.7759186935976178,24.0,1.0,0.7226571573506627,0.05590680004389444,0.07401688865940395,0.14741915394603888,1.0,0.029170837719572136,0.5489080402666281,0
66,NMWE Deterministic: 145 players,2.674288024555369,0.7378992413123023,30.0,1.0,0.6810116574393508,0.05641786824561922,0.1036132105763687,0.15895726373866137,0.8754301130508311,0.3283023468401979,0.1389097705659498,0.09735241975950733
67,Second by GraaskampKatzen,2.674016099031897,0.8160932297447281,7.0,1.0,0.7384693799415974,0.07626091687291646,0.07701884271650772,0.10825086046897837,0.9951202125787909,0,0.8141804756083251,0
68,Hard Go By Majority,2.6731927959188013,0.4839936057250296,137.0,0.0,0.330852990433536,0.15651247041381564,0.21245481846722442,0.3001797206854239,1.0,0.6245306769476524,0.870658284340829,0
69,Soft Grudger,2.6725657271107974,0.8170327333391144,24.0,1.0,0.7374704621190601,0.08022386479615651,0.07284382792132257,0.10946184516346086,1.0,0.32282719885208,0.2580229473297536,0.28739174626933234
70,Hard Go By Majority: 5,2.6725099096889693,0.4801053953758597,138.0,0.0,0.3328938895577689,0.15112610652486258,0.21051560899099178,0.30546439492637667,1.0,0.530846216155218,0.8626196094279065,0
71,ThueMorse,2.671620984535201,0.4999115273668487,120.5,0.0,0.21780406609630876,0.28212175014867247,0.2969748979574449,0.20309928579757383,0.37572611659705385,0.4357815198643098,0.7548816360873692,0.7623719476735918
72,"EugineNier: (D,)",2.6715621649597328,0.8018914759469791,10.0,1.0,0.736456345648619,0.06712191260094824,0.0751026947911203,0.1213190469593126,1.0,0,0.7409787126800008,0
73,NMWE Stochastic: 67 players,2.670719127679863,0.7493231093997055,28.0,1.0,0.6882874193246471,0.06163762234644977,0.1011358178535839,0.14893914047531923,0.863327994266248,0.35126189597108376,0.1880742279907726,0.1643889654999995
74,Contrite Tit For Tat,2.670316592023042,0.8342639017847931,0.0,1.0,0.7481357973204117,0.08534535586495082,0.06688891291199055,0.09962993390264699,1.0,0,1.0,0
75,Second by Tideman and Chieruzzi,2.670170264140104,0.8040666348102622,15.0,1.0,0.7411372083634511,0.06258453717314555,0.06809197515891525,0.12818627930448812,1.0,0.1133245990842631,0.6693361972634807,0.054178679223975255
76,Inverse,2.6694824152773036,0.77044479253349,30.0,1.0,0.7100277361123233,0.059826741671243626,0.07692246934096891,0.15322305287546412,0.9673208372233508,0,0.551650360818716,0
77,Two Tits For Tat,2.669289917145999,0.7517944967397066,36.0,1.0,0.7003460278733746,0.051065294633240055,0.07777310927045271,0.17081556822293253,1.0,0,0.35307271897979975,0
78,AdaptorBrief,2.6687973186864475,0.8056770980981844,16.0,0.9896707818930042,0.7209455927051163,0.08324643726082452,0.07896767464659389,0.11684029538746539,0.9749735418537223,0.3726005995616217,0.8428379762536549,0.18210143539260468
79,NMWE Long Memory: 133 players,2.6682144956273826,0.7358030618453019,31.0,1.0,0.6788542658258697,0.055835028965419836,0.10390882823544827,0.16140187697326216,0.8568465790340175,0.35502228592435603,0.11420349554117216,0.10820055491721545
80,Meta Majority: 212 players,2.6680287053137555,0.8276867783446595,3.0,1.0,0.7496989759511651,0.08005631838579501,0.06628456910514138,0.10396013655789849,0.9999487693960041,0.0539412268792513,0.919991917153702,0
81,"Memory Decay: 0.1, 0.03, -2, 1, Tit For Tat, 15",2.667862167669358,0.8241082410824109,5.0,1.0,0.7499197018348961,0.07598025181288383,0.06586180200043462,0.10823824435178535,0.9982993059416451,0.22425436763592332,0.8723701930841815,0.006256729908324219
82,"Alexei: (D,)",2.6678480097244677,0.8396170911676023,0.0,1.0,0.7499542464515556,0.08603855231220653,0.06719550998417781,0.09681169125206016,1.0,0,1.0,0
83,Adaptive Tit For Tat: 0.5,2.6673094365349197,0.8389076049531365,0.0,1.0,0.7522307463897736,0.08507161490267229,0.06662084633663802,0.09607679237091597,1.0,0,1.0,0
84,Meta Majority Long Memory: 133 players,2.6662783328493465,0.826916860749422,5.0,1.0,0.7486948916806778,0.07745248749341647,0.06741748507554275,0.10643513575036295,0.9981984223084975,0.058946834918323046,0.8920625576592732,0
85,First by Graaskamp: 0.05,2.6655632019394733,0.8319650819517748,1.0,1.0,0.7492438707543885,0.08500292555629618,0.06668456435200645,0.09906863933730882,0.9992551457066966,0.2589484510056309,0.9985214119017907,0.19316838206894796
86,Forgiving Tit For Tat,2.664378748832151,0.8391669576290333,0.0,1.0,0.7527961846247833,0.0852622251625997,0.06527609223412162,0.0966654979784954,1.0,0.27554631569205,1.0,0
87,Tit For Tat,2.663917758146897,0.8353488334075778,0.0,1.0,0.750511812396029,0.0850257490579754,0.06687709910715181,0.09758533943884377,1.0,0,1.0,0
88,Hard Go By Majority: 20,2.6636780519160914,0.47682382989906624,138.0,0.0,0.32794612423450464,0.15045979307599747,0.20875087694398048,0.3128432057455173,1.0,0.6084326597446589,0.8645612221056325,0
89,TF3,2.6633682155213227,0.7486896823248603,29.0,1.0,0.6919281959626432,0.05829260046391561,0.10038736769824964,0.14939183587519148,0.9497485118636984,0.6597892395481443,0.4326544363450448,0.05441365832443105
90,Prober 2,2.6631529535740945,0.6826283333677068,85.0,0.0,0.5185330887006426,0.16424759069894734,0.14152069930250444,0.17569862129790562,1.0,0.6716680838836538,1.0,0.5547373598162908
91,Meta Majority Finite Memory: 79 players,2.6626271985701386,0.8252916983507903,8.0,1.0,0.7447168841109226,0.08306762501490615,0.06739556042844577,0.10481993044572548,0.9999757951299801,0.13531621215646977,0.8751722272520794,0.5011441647597255
92,PSO Gambler 2_2_2,2.661984491576369,0.8097414436065302,17.0,1.0,0.7259834327517769,0.08495846845481199,0.09204137368398352,0.09701672510942759,0.9379176826282111,0.568965050463133,0.4525490561949769,0.39158348402453225
93,Resurrection,2.661273409568363,0.8315071868583163,2.0,1.0,0.7457227174389597,0.08429876359903804,0.06924626482712379,0.10073225413487849,1.0,0,0.955147464204643,0
94,Hard Go By Majority: 10,2.6599151962598846,0.4579820831441192,142.0,0.0,0.3245656335568826,0.13302502165816701,0.20242721417393694,0.33998213061101346,1.0,0.5826427035044904,0.8319907834402362,0
95,PSO Gambler 2_2_2 Noise 05,2.659778376553348,0.8193881572124857,17.0,1.0,0.7319033707993422,0.08859347593235373,0.08731103677325132,0.09219211649505275,0.8925682889133102,0.5046468163679846,0.7190346632513862,0.35021011508691463
96,Fool Me Once,2.6587610583229138,0.7912343219042737,19.5,1.0,0.7348814800696363,0.05756026121333104,0.08163164380361353,0.1259266149134191,1.0,0.6442279378265833,0,0
97,PSO Gambler Mem1,2.6583669975808606,0.8007048263864784,21.0,1.0,0.726583866101869,0.07402877310859773,0.08449222105099563,0.11489513973853784,1.0,0.5150353513647438,0,0.12565264073187163
98,Second by Harrington,2.65717810551892,0.8648242410454946,2.0,1.0,0.7735934328087837,0.09310534826297133,0.055838912641752135,0.07746230628649294,0.9959068376021931,0.4241994458611165,0.9943115284604388,0.2603814110751267
99,Second by Borufsen,2.656765039292806,0.8677251925894999,1.0,1.0,0.7806518623442767,0.08660028182473302,0.05433575623165079,0.07841209959933937,0.9989305704283509,0.14369773227823765,0.9657774260383428,0.22782824094534648
100,Doubler,2.6565371115480954,0.850465570661282,0.0,1.0,0.7648307382457196,0.08754451596153273,0.057462462582223574,0.0901622832105242,1.0,0.5476746706653285,1.0,0
101,GTFT: 0.1,2.6563547043200195,0.8565360338832215,0.0,1.0,0.7682486703646748,0.0894842845689654,0.056065513724915146,0.08620153134144455,1.0,0.0997174886703504,1.0,0.1152368680934924
102,Worse and Worse 2,2.654674989462428,0.8254712700573361,8.0,1.0,0.7212619664962642,0.10479260086940236,0.07828317388439944,0.09566225874993393,0.9619385201325156,0.41192474858861605,0.7810046802046923,0.4146810660235612
103,Soft Joss: 0.9,2.6537864164836327,0.8585475260172852,0.0,1.0,0.7701178838422834,0.08879653812662011,0.05553002313732313,0.0855555548937732,1.0,0.10267893713273887,1.0,0.1044215266199179
